,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
,,Branca,253741,51692,37515,99333,65201,36776,5391,4678,14412,12294,90869,14186,12030,37163,27490,81180,20251,13242,31621,16066,32665,8521,5547,12167,6430,8061,2219,1095,2715,2031,1263,328,325,339,272,1263,262,348,446,207
,,Preta,57737,18411,11766,22291,5268,5012,1350,1091,1964,607,17545,4803,3185,7492,2065,20885,7184,4273,7843,1585,11146,3829,2559,4004,754,2434,1000,516,716,202,290,77,47,137,29,176,72,41,46,17
,,Amarela,621,179,137,264,41,66,18,3,40,5,160,51,34,67,8,177,33,36,80,28,157,42,49,66,-,29,17,11,2,-,-,-,-,-,-,6,-,4,3,-
,,Parda,224993,61291,45421,88019,30262,26430,5412,4968,10970,5080,73935,17191,14065,30483,12195,78705,23483,16392,30574,8256,34850,11142,7673,12521,3515,7759,2768,1616,2441,934,936,426,160,231,119,1055,328,267,401,59
,,Indígena,327,94,64,112,57,84,28,1,18,36,109,22,27,47,14,71,25,31,8,7,49,9,6,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,16094,9111,2318,2517,2147,2426,1133,267,493,532,4907,2563,712,746,885,5379,3247,781,837,514,2337,1498,419,275,146,675,426,92,115,42,106,69,15,-,23,85,47,24,13,-
,,Branca,9294,4679,1383,1579,1653,1559,613,190,347,409,3209,1432,510,509,758,2825,1661,381,468,315,1143,658,225,157,104,361,213,43,65,40,49,21,5,-,23,77,40,24,13,-
,,Preta,1805,1227,302,215,61,214,167,24,20,3,383,296,31,52,3,726,474,128,95,29,284,155,79,24,26,161,107,29,25,-,10,-,10,-,-,7,7,-,-,-
,,Amarela,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4965,3198,622,723,422,653,353,52,127,121,1315,835,171,185,124,1815,1111,271,274,159,894,679,105,94,16,154,107,19,25,2,48,48,-,-,-,-,-,-,-,-
,,Indígena,28,7,10,-,11,-,-,-,-,-,-,-,-,-,-,12,1,-,-,11,16,6,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vitória,Total,Total,810012,134967,121494,345503,208048,64151,10840,9571,27220,16520,163663,24633,22824,66065,50141,254800,41574,36077,107755,69393,201159,33248,31337,89574,47001,106353,20479,18560,46957,20357,8816,2138,1441,3505,1732,3215,323,350,1424,1118
,,Branca,297854,36006,32363,115290,114194,28600,3778,3502,11304,10015,69711,7650,6932,25625,29504,97825,11614,9724,36520,39967,63596,7223,7148,26428,22797,30456,4532,4071,12775,9079,2985,615,414,1053,904,1575,58,141,524,853
,,Preta,114616,23787,21170,51173,18487,7092,1646,1384,2992,1069,18666,3686,3442,8173,3366,34425,6897,6346,15596,5586,32826,6492,5820,15260,5254,18971,4219,3719,8097,2936,1187,444,235,413,94,414,58,26,253,78
,,Amarela,1457,151,163,438,705,167,9,20,73,65,272,-,19,77,176,444,47,52,96,249,336,65,31,129,111,217,29,42,62,84,20,-,-,-,20,-,-,-,-,-
,,Parda,393992,74453,67502,177757,74280,28146,5375,4623,12796,5351,74597,13196,12380,32039,16981,121567,22852,19903,55374,23437,103874,19323,18251,47530,18769,56315,11591,10669,25820,8234,4581,1059,793,2016,713,1204,207,183,626,187
,,Indígena,2093,570,295,845,382,146,31,42,54,19,417,102,52,150,113,539,163,53,169,155,528,146,86,226,71,394,108,58,203,25,43,21,-,23,-,21,-,-,21,-
,10 a 17 anos,Total,12076,3386,8349,341,-,928,226,689,13,-,2845,943,1829,73,-,3586,962,2537,87,-,3205,760,2365,80,-,1374,442,860,71,-,74,35,21,18,-,-,-,-,-,-
,,Branca,3214,902,2258,54,-,276,53,210,13,-,845,246,590,9,-,931,246,674,11,-,817,258,559,-,-,287,74,192,21,-,25,25,-,-,-,-,-,-,-,-
,,Preta,1901,509,1291,101,-,136,29,107,-,-,478,174,274,31,-,654,147,495,12,-,473,110,345,19,-,143,33,71,39,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,6918,1965,4767,187,-,516,144,372,-,-,1509,523,953,34,-,2000,570,1367,64,-,1894,392,1441,60,-,934,326,598,11,-,49,11,21,18,-,-,-,-,-,-
,,Indígena,43,10,33,-,-,-,-,-,-,-,13,-,13,-,-,-,-,-,-,-,21,-,21,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,775913,123028,110715,339689,202482,60924,9698,8610,26518,16099,155943,21985,20453,64813,48692,244716,38005,32838,106217,67656,193192,30662,28523,88134,45873,102404,19003,17395,46293,19712,8542,2006,1383,3477,1676,3144,307,325,1415,1096
,,Branca,283795,32088,28990,112341,110376,27103,3306,3149,10889,9758,66340,6893,6091,24889,28468,93558,10435,8692,35708,38724,60741,6367,6481,25793,22100,28952,4110,3704,12515,8622,2848,544,378,1053,873,1526,54,116,524,831
,,Preta,110163,21922,19578,50557,18106,6725,1474,1250,2942,1059,17729,3245,3137,8063,3284,33160,6437,5776,15439,5509,31611,6096,5349,15046,5120,18434,3926,3627,8012,2869,1183,441,235,413,94,414,58,26,253,78
,,Amarela,1409,146,163,438,661,167,9,20,73,65,240,-,19,77,144,440,43,52,96,249,325,65,31,129,100,217,29,42,62,84,20,-,-,-,20,-,-,-,-,-
,,Parda,378560,68364,61721,175508,72967,26783,4877,4149,12559,5197,71240,11756,11167,31634,16683,117052,20960,18267,54805,23020,100029,17998,16597,46940,18494,54417,10839,9964,25502,8112,4446,1000,770,1988,688,1183,196,183,617,187
,,Indígena,1986,507,262,845,372,146,31,42,54,19,393,91,39,150,113,507,130,53,169,155,486,135,66,226,60,384,99,58,203,25,43,21,-,23,-,21,-,-,21,-
,65 anos ou mais,Total,22023,8554,2430,5473,5566,2298,916,272,689,421,4875,1706,543,1178,1449,6498,2606,702,1452,1737,4763,1826,448,1361,1128,2576,1034,304,592,646,201,97,37,10,56,70,15,24,9,22
,,Branca,10845,3016,1115,2896,3818,1221,419,143,402,257,2526,511,252,727,1036,3336,933,358,801,1243,2039,597,108,636,697,1218,348,175,239,456,112,47,35,-,31,50,4,24,-,22
,,Preta,2552,1355,301,515,381,232,143,28,50,10,459,267,31,79,82,611,314,75,145,77,741,286,127,195,134,395,260,22,46,67,3,3,-,-,-,-,-,-,-,-
,,Amarela,48,4,-,-,44,-,-,-,-,-,33,-,-,-,33,4,4,-,-,-,11,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,8514,4125,1014,2063,1312,846,354,101,237,154,1847,918,260,372,298,2514,1323,269,505,417,1951,933,213,530,275,963,426,107,307,122,85,47,2,10,26,21,12,-,9,-
,,Indígena,64,53,-,-,11,-,-,-,-,-,10,10,-,-,-,33,33,-,-,-,21,10,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Mateus,Total,Total,213108,49294,34470,88768,40575,30373,5125,4017,12926,8304,64661,12626,10011,27643,14381,69914,18527,12424,28239,10723,34045,8939,5836,14315,4955,9484,3048,1579,3441,1415,1239,381,145,422,291,1664,216,150,1050,248
,,Branca,59947,9423,7367,24418,18738,10949,1394,1111,4095,4349,19634,2402,2425,8043,6764,17443,3522,2337,7167,4417,8094,1424,1048,3469,2153,2467,412,307,1062,686,426,112,26,114,174,449,60,29,290,70
,,Preta,33509,9674,5735,14034,4067,3667,911,395,1715,645,9060,2088,1406,4277,1288,11558,3663,2187,4385,1324,6661,2009,1273,2817,562,1742,749,356,445,192,194,102,20,52,21,327,59,24,212,31
,,Amarela,215,56,50,56,54,9,-,1,-,8,85,10,33,31,11,70,19,7,10,34,34,10,10,15,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,117575,29666,20995,49406,17509,15421,2755,2464,6933,3269,35393,8009,6059,15091,6234,40258,11156,7786,16427,4889,18973,5424,3436,7886,2227,5140,1824,911,1870,535,606,166,99,249,92,869,94,96,531,147
,,Indígena,1849,476,323,841,208,327,65,46,184,32,489,117,89,200,83,571,167,107,238,60,282,72,69,129,13,119,47,5,64,2,12,2,-,6,4,18,2,-,16,-
,10 a 17 anos,Total,4059,1315,2518,226,-,551,201,326,24,-,1333,351,930,52,-,1499,554,843,102,-,530,147,339,44,-,101,47,50,5,-,10,-,10,-,-,-,-,-,-,-
,,Branca,910,245,618,47,-,127,41,63,24,-,333,89,230,13,-,321,86,225,10,-,111,22,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,617,219,356,42,-,45,15,30,-,-,207,79,118,10,-,192,79,101,12,-,138,33,85,20,-,35,12,22,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2506,833,1536,137,-,371,140,231,-,-,787,182,577,29,-,979,383,516,80,-,276,87,165,24,-,67,34,28,5,-,10,-,10,-,-,-,-,-,-,-
,,Indígena,25,17,8,-,-,7,5,2,-,-,5,1,4,-,-,8,6,1,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,204051,44954,31426,87715,39956,29067,4528,3616,12699,8224,61828,11440,8876,27377,14135,66851,16943,11438,27888,10582,32827,8303,5436,14200,4890,9167,2866,1517,3405,1379,1157,350,124,422,261,1614,197,144,1026,248
,,Branca,56998,8206,6545,23902,18345,10454,1213,1010,3934,4297,18688,2068,2112,7880,6628,16573,3089,2093,7054,4336,7733,1264,929,3434,2107,2345,357,297,1041,650,377,100,16,114,147,431,54,29,278,70
,,Preta,32272,8963,5328,13969,4011,3519,804,355,1715,645,8720,1936,1277,4264,1242,11126,3393,2056,4353,1324,6423,1885,1188,2797,553,1696,724,334,445,192,184,92,20,52,21,314,47,24,212,31
,,Amarela,207,56,50,56,46,1,-,1,-,-,85,10,33,31,11,70,19,7,10,34,34,10,10,15,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,112769,27301,19187,48934,17346,14783,2461,2207,6866,3250,33857,7315,5370,15002,6170,38516,10291,7176,16221,4828,18360,5077,3240,7826,2217,4997,1726,881,1855,535,584,157,89,249,89,851,94,90,519,147
,,Indígena,1793,429,316,841,208,310,50,44,184,32,478,111,84,200,83,554,151,105,238,60,277,66,69,129,13,113,42,5,64,2,12,2,-,6,4,18,2,-,16,-
,65 anos ou mais,Total,4998,3025,527,827,619,755,396,75,204,80,1500,835,206,213,247,1563,1030,144,249,141,688,489,62,72,65,215,135,12,32,35,71,31,10,-,30,49,19,6,24,-
,,Branca,2039,972,204,469,393,368,139,39,137,52,614,244,83,150,137,550,348,19,103,80,250,138,31,35,46,121,55,10,21,35,49,12,10,-,26,19,7,-,12,-
,,Preta,620,491,51,23,55,102,92,10,-,-,133,73,11,3,46,241,191,30,20,-,100,91,-,-,9,12,12,-,-,-,10,10,-,-,-,13,13,-,-,-
,,Amarela,8,-,-,-,8,8,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,2300,1531,271,335,163,267,155,26,66,20,748,513,112,60,64,763,482,94,126,61,338,260,31,36,10,76,63,3,10,-,12,9,-,-,3,18,-,6,12,-
,,Indígena,30,30,-,-,-,10,10,-,-,-,5,5,-,-,-,10,10,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-
Colatina,Total,Total,146974,36941,26176,55342,28515,27356,4759,4291,11083,7223,49860,11061,8344,19791,10665,44603,13374,8572,16099,6558,18027,5368,3598,6180,2881,4991,1700,942,1446,903,831,230,185,326,90,426,144,77,112,92
,,Branca,56467,10510,8212,21808,15937,11856,1503,1458,4796,4098,20046,3384,2757,7800,6105,16025,3654,2658,6186,3526,6252,1414,1051,2196,1591,1557,376,240,501,439,265,38,38,137,53,147,45,-,38,63
,,Preta,12478,4211,2612,4250,1406,1823,459,387,715,263,3971,1128,745,1529,569,4027,1547,856,1209,416,1781,709,390,574,108,643,293,150,160,40,112,39,23,50,-,32,11,12,8,-
,,Amarela,106,25,23,38,21,4,-,-,4,-,71,9,13,27,21,22,15,6,1,-,10,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,77808,22166,15318,29192,11132,13662,2794,2446,5568,2853,25734,6530,4823,10411,3970,24503,8150,5052,8695,2605,9956,3245,2148,3381,1182,2782,1022,552,784,424,454,152,125,140,37,247,88,65,66,29
,,Indígena,115,29,11,55,20,11,2,-,-,9,40,10,6,23,-,26,8,-,8,11,29,-,5,24,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,2353,776,1498,79,-,439,167,248,24,-,836,273,519,43,-,758,261,490,6,-,280,51,223,6,-,24,18,6,-,-,-,-,-,-,-,-,-,-,-,-
,,Branca,713,214,480,19,-,61,19,36,6,-,358,145,206,7,-,172,46,126,-,-,121,3,111,6,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,193,46,139,8,-,43,2,33,8,-,38,10,28,-,-,64,11,53,-,-,24,10,14,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1448,516,879,52,-,335,147,178,10,-,440,118,286,36,-,521,204,312,6,-,136,38,98,-,-,11,6,5,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,140624,33481,24330,54739,28074,26216,4166,3961,10932,7157,47737,9941,7729,19608,10459,42603,12254,7982,15911,6456,17312,5016,3329,6135,2833,4804,1547,936,1424,897,792,206,170,326,90,395,120,77,106,92
,,Branca,53861,9223,7517,21470,15652,11436,1283,1353,4724,4075,19059,2899,2499,7706,5955,15262,3253,2478,6067,3464,5940,1300,909,2171,1560,1513,353,239,488,433,265,38,38,137,53,116,21,-,32,63
,,Preta,11929,3892,2436,4222,1379,1750,436,353,706,254,3817,1025,700,1524,569,3842,1447,798,1201,397,1713,660,372,574,108,605,261,150,154,40,92,30,13,50,-,32,11,12,8,-
,,Amarela,104,25,23,38,19,4,-,-,4,-,68,9,13,27,19,22,15,6,1,-,10,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,74615,20312,14344,28954,11005,13016,2445,2255,5498,2819,24753,5997,4511,10328,3916,23450,7532,4700,8634,2585,9621,3056,2040,3361,1164,2676,924,546,782,424,434,138,119,140,37,247,88,65,66,29
,,Indígena,115,29,11,55,20,11,2,-,-,9,40,10,6,23,-,26,8,-,8,11,29,-,5,24,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,3997,2683,348,524,442,700,426,82,126,66,1288,848,95,139,206,1243,858,100,183,102,434,302,45,39,48,163,136,-,21,6,39,24,15,-,-,31,24,-,7,-
,,Branca,1893,1073,215,319,286,359,201,69,66,23,629,340,52,87,150,590,355,54,119,63,191,112,30,18,31,41,22,-,13,6,-,-,-,-,-,31,24,-,7,-
,,Preta,357,272,37,20,27,29,21,-,-,8,115,93,17,5,-,121,88,5,9,19,44,39,5,-,-,27,21,-,6,-,19,9,10,-,-,-,-,-,-,-
,,Amarela,2,-,-,-,2,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1745,1338,95,185,127,311,203,13,60,35,541,414,26,47,54,532,415,41,56,21,199,151,10,20,17,94,92,-,2,-,20,14,5,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cachoeiro do Itapemirim,Total,Total,202185,51357,33084,78261,39484,29425,5836,4339,11672,7577,62212,13626,10217,25074,13294,70452,20139,11979,26892,11443,29393,8542,4807,10803,5241,6648,2080,1021,2223,1324,1222,326,181,456,259,1381,402,213,584,182
,,Branca,94678,19136,13211,36904,25426,15724,2583,2106,5842,5192,30948,5487,4183,12546,8731,31102,7215,4454,12099,7334,12394,2728,1810,4664,3192,2672,685,362,927,698,569,137,76,241,114,747,204,96,358,89
,,Preta,23531,7634,4193,8985,2719,2468,611,377,1121,359,6408,1774,1142,2604,888,9168,3152,1810,3321,886,4241,1681,642,1468,451,842,292,123,338,89,142,32,27,63,21,118,38,39,27,13
,,Amarela,190,31,39,60,60,43,3,9,9,21,49,1,8,23,17,72,17,21,13,21,-,-,-,-,-,15,10,1,3,-,-,-,-,-,-,11,-,-,11,-
,,Parda,83613,24509,15590,32254,11259,11172,2639,1847,4687,1999,24733,6348,4858,9877,3649,30074,9744,5680,11448,3202,12716,4116,2345,4663,1592,3117,1093,534,952,538,511,156,78,153,124,505,159,78,187,80
,,Indígena,174,45,50,58,20,18,-,-,12,6,75,16,26,24,8,36,11,14,11,-,42,18,11,7,6,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,2916,912,1889,115,-,450,122,303,25,-,975,308,622,45,-,1045,337,669,38,-,318,81,231,6,-,98,47,51,-,-,-,-,-,-,-,-,-,-,-,-
,,Branca,882,259,595,29,-,187,35,140,12,-,299,108,180,11,-,267,73,188,6,-,95,11,83,-,-,25,22,3,-,-,-,-,-,-,-,-,-,-,-,-
,,Preta,348,87,238,23,-,25,9,15,-,-,72,22,38,12,-,211,45,155,11,-,28,11,17,-,-,12,-,12,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1686,567,1056,63,-,239,77,148,13,-,604,178,403,22,-,567,219,326,22,-,195,59,131,6,-,61,25,36,-,-,-,-,-,-,-,-,-,-,-,-
,,Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,193589,47449,30478,77136,38525,28058,5303,3940,11470,7346,59391,12487,9323,24709,12871,67507,18683,11073,26502,11249,28325,7996,4496,10679,5153,6393,1945,953,2192,1303,1195,304,181,451,259,1367,388,213,584,182
,,Branca,90667,17570,12227,36157,24713,14982,2374,1901,5696,5011,29543,4963,3862,12286,8432,29843,6656,4143,11870,7174,11930,2534,1683,4573,3139,2559,627,343,913,676,566,134,76,241,114,739,197,96,358,89
,,Preta,22624,7096,3888,8929,2710,2396,557,360,1121,359,6199,1651,1076,2590,882,8749,2926,1638,3299,886,4077,1566,605,1458,449,800,272,111,328,89,142,32,27,63,21,118,38,39,27,13
,,Amarela,190,31,39,60,60,43,3,9,9,21,49,1,8,23,17,72,17,21,13,21,-,-,-,-,-,15,10,1,3,-,-,-,-,-,-,11,-,-,11,-
,,Parda,79938,22706,14273,31936,11023,10619,2368,1671,4631,1949,23525,5856,4352,9785,3532,28811,9073,5257,11312,3168,12276,3878,2198,4641,1559,3017,1037,498,945,538,487,137,78,147,124,498,153,78,187,80
,,Indígena,170,45,50,55,20,18,-,-,12,6,75,16,26,24,8,32,11,14,7,-,42,18,11,7,6,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,5680,2995,717,1010,959,917,412,96,178,232,1846,831,272,320,423,1900,1119,236,352,193,750,465,79,118,87,156,88,16,31,21,27,22,-,5,-,14,14,-,-,-
,,Branca,3129,1307,389,719,713,556,174,66,135,181,1105,417,141,249,299,992,486,122,223,160,369,182,44,91,52,87,35,16,14,21,3,3,-,-,-,7,7,-,-,-
,,Preta,559,451,67,32,9,47,45,2,-,-,137,101,28,1,7,208,181,17,11,-,136,104,20,10,2,31,20,-,10,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1989,1236,261,255,237,314,193,27,43,50,604,314,103,70,118,696,452,97,114,33,245,179,16,17,33,39,32,-,7,-,24,19,-,5,-,6,6,-,-,-
,,Indígena,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rio de Janeiro,Total,Total,4019382,639846,611709,1780962,986865,177075,33576,31907,76597,34995,488851,77665,75663,209150,126374,973263,161372,148380,414464,249047,1165736,166418,164403,524163,310752,933541,146768,144450,428259,214064,208451,41844,36273,95591,34742,10123,1940,1435,3915,2833
,,Branca,1602587,176033,173003,649813,603737,72526,10874,10683,29728,21241,207868,21579,23379,83447,79463,401207,43513,42139,154659,160896,478956,46735,45369,192612,194240,346036,39361,39001,146849,120825,63898,10013,8927,28583,16375,4038,713,385,1326,1613
,,Preta,733754,148104,137283,336638,111729,28159,6660,5770,12107,3622,78974,16557,15198,34646,12572,167153,35785,31562,75179,24627,207940,39323,37700,97860,33058,189130,35601,34886,88933,29710,50651,11616,9925,22882,6228,2053,423,381,771,477
,,Amarela,5573,635,630,1685,2624,430,57,109,152,111,864,154,141,204,366,1297,173,180,334,610,1653,72,118,498,965,1019,137,61,358,464,198,19,21,97,62,23,-,-,23,-
,,Parda,1672499,314145,299953,790968,267432,75649,15906,15249,34567,9927,200330,39222,36857,90447,33804,402620,81708,74308,183868,62736,475965,80137,81029,232732,82067,396166,71461,70301,191741,62663,93402,20112,17386,43881,12023,3959,754,667,1795,743
,,Indígena,4969,929,840,1858,1342,312,80,97,42,93,815,153,88,406,169,986,194,191,423,178,1221,152,186,461,422,1190,209,201,377,402,302,85,14,149,55,51,50,1,-,-
,10 a 17 anos,Total,26777,9034,16432,1310,-,3542,1385,2090,67,-,5730,1949,3639,143,-,7638,2622,4681,335,-,5626,1711,3463,452,-,3158,968,1890,301,-,549,132,404,12,-,40,-,40,-,-
,,Branca,8151,2408,5287,455,-,1088,377,666,45,-,1757,514,1200,44,-,2271,600,1536,135,-,1678,444,1119,115,-,983,306,572,105,-,137,19,106,12,-,19,-,19,-,-
,,Preta,5205,2030,2902,273,-,621,280,318,22,-,1018,482,502,33,-,1525,622,837,66,-,1089,397,622,70,-,736,198,456,81,-,120,19,101,-,-,-,-,-,-,-
,,Amarela,11,11,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,13399,4584,8233,582,-,1810,716,1094,-,-,2955,953,1936,66,-,3842,1399,2308,134,-,2860,870,1722,268,-,1439,464,861,114,-,292,94,198,-,-,21,-,21,-,-
,,Indígena,12,1,11,-,-,12,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,3825555,578810,573505,1737926,935314,163903,28465,28676,74369,32393,460016,68968,69396,203569,118084,924932,146761,138609,404557,235004,1116053,152215,155990,512642,295206,895626,134268,136961,418422,205975,199279,38232,34446,93317,33283,9546,1722,1272,3847,2706
,,Branca,1509677,157529,158772,628789,564587,66472,9093,9472,28653,19255,192984,18958,20922,80275,72830,376567,38845,38449,149446,149828,454221,42131,42176,187417,182496,330051,36120,36408,142439,115085,60920,9299,8354,27689,15578,3723,616,335,1286,1486
,,Preta,702567,134100,130123,329742,108602,26190,5654,5280,11805,3450,75580,14825,14294,34218,12243,160149,32703,29784,73692,23970,200001,36031,36047,95803,32121,181520,32266,33197,87122,28935,48503,10571,9540,22358,6033,1973,414,311,771,476
,,Amarela,5197,562,630,1599,2406,341,23,109,121,88,789,142,141,189,317,1175,173,180,314,509,1609,72,118,498,921,974,111,61,339,464,198,19,21,97,62,23,-,-,23,-
,,Parda,1603445,285799,283172,776015,258459,70641,13635,13729,33749,9528,189913,34922,33951,88514,32525,386097,74863,70006,180705,60522,459044,73830,77462,228485,79268,381948,65584,67094,188144,61126,89377,18280,16517,43024,11556,3777,642,625,1768,743
,,Indígena,4669,820,809,1781,1259,259,59,86,42,72,751,120,88,374,169,944,178,191,400,176,1178,152,186,440,400,1133,189,201,377,365,281,64,14,149,55,51,50,1,-,-
,65 anos ou mais,Total,167050,52002,21771,41725,51551,9631,3727,1142,2160,2602,23105,6748,2629,5438,8290,40693,11990,5089,9571,14043,44056,12492,4950,11069,15546,34757,11532,5599,9536,8089,8623,3480,1423,2262,1459,537,218,123,68,127
,,Branca,84759,16096,8944,20569,39150,4966,1404,545,1031,1986,13127,2107,1258,3129,6633,22369,4068,2154,5079,11068,23058,4160,2073,5080,11744,15002,2935,2022,4305,5740,2841,695,467,881,797,296,97,31,41,126
,,Preta,25983,11974,4259,6623,3127,1348,725,171,280,172,2376,1251,401,395,329,5479,2460,942,1421,657,6850,2895,1031,1987,937,6874,3137,1232,1730,775,2028,1025,284,524,195,80,8,71,-,1
,,Amarela,364,61,-,85,217,78,23,-,32,23,75,12,-,15,49,122,-,-,20,101,44,-,-,-,44,45,26,-,19,-,-,-,-,-,-,-,-,-,-,-
,,Parda,55655,23762,8549,14371,8973,3198,1555,425,819,399,7462,3347,970,1867,1279,12681,5446,1993,3029,2214,14061,5437,1845,3980,2799,12778,5413,2345,3483,1537,3733,1738,672,856,467,161,112,22,27,-
,,Indígena,288,109,20,77,83,41,19,-,-,21,64,32,-,32,-,42,16,-,23,3,44,-,-,22,22,57,20,-,-,37,21,21,-,-,-,-,-,-,-,-
Volta Redonda - Barra Mansa,Total,Total,364930,63856,54271,163474,83329,27437,4443,4145,11536,7313,79192,12495,10905,33529,22262,129231,24222,19431,58030,27549,88754,16227,13810,42426,16291,30992,5154,4788,13931,7119,4818,508,613,2142,1556,1733,215,192,758,568
,,Branca,159810,20125,19080,68502,52103,14022,1550,1766,5535,5171,38213,4171,4429,14933,14680,55056,7619,6262,24383,16792,34996,4744,4587,16302,9363,12906,1577,1589,5452,4289,2229,126,202,947,954,930,83,81,394,372
,,Preta,67508,15383,11982,30662,9481,3879,867,666,1791,555,11878,2578,1879,5319,2102,24159,5966,4648,10435,3110,19483,4331,3284,9577,2292,6590,1361,1255,2928,1046,902,108,149,412,233,243,68,67,64,44
